Derived Data
Scan,Date/Time,Radiant Flux (Watts),Luminous Flux (lumens),Scotopic Luminous Flux (lm'),Chromaticity x coord,Chromaticity y coord,Chromaticity u coord,Chromaticity v coord,Delta uv,Chromaticity u' coord,Chromaticity v' coord,Peak Wavelength (nm),Center Wavelength (nm),Centroid Wavelength (nm),Dominant Wavelength (nm),Full Width Half Max Bandwidth (nm),Excitation Purity (%),Correlated Color Temperature (deg. K),Luminous Efficacy (lm/W),SDCM,Correlation,Correlation Coeficient,Color Rendering Index Average (RA),Color Rendering Index (R1),Color Rendering Index (R2),Color Rendering Index (R3),Color Rendering Index (R4),Color Rendering Index (R5),Color Rendering Index (R6),Color Rendering Index (R7),Color Rendering Index (R8),Color Rendering Index (R9),Color Rendering Index (R10),Color Rendering Index (R11),Color Rendering Index (R12),Color Rendering Index (R13),Color Rendering Index (R14),Measured DUT Current (A),Measured DUT Voltage (V),
872,11/28/2016 3:36:22 PM,1.491E00,4.753E02,9.343E02,0.3161,0.3359,0.1976,0.3150,0.0048,0.1976,0.4725,448.3,446.9,543.1,493.7,19.5,5.7,6280.0,, Cool White,0.0054,0.00184665144082874,69.9092915647966,67.9,72.9,75.1,71.6,69.3,63.6,79.3,59.7,-33,34.6,69,38.3,67.9,86,N/A,N/A,
873,11/28/2016 3:36:32 PM,1.491E00,4.758E02,9.353E02,0.3161,0.3359,0.1976,0.3150,0.0048,0.1976,0.4724,448.4,447.0,542.7,493.6,19.4,5.7,6280.0,, Cool White,0.0054,0.00181626456811416,69.9304555426362,67.9,72.9,75.1,71.6,69.3,63.6,79.3,59.7,-32.9,34.7,69,38.3,67.9,86,N/A,N/A,
874,11/28/2016 3:36:42 PM,1.488E00,4.754E02,9.345E02,0.3161,0.3359,0.1976,0.3150,0.0048,0.1976,0.4725,448.2,447.0,542.4,493.7,19.4,5.7,6279.0,, Cool White,0.0054,0.00184048221364532,69.9207810628715,67.9,72.9,75.1,71.6,69.3,63.6,79.3,59.7,-33,34.6,69,38.3,67.9,86,N/A,N/A,
875,11/28/2016 3:36:52 PM,1.453E00,4.658E02,9.150E02,0.3161,0.3361,0.1975,0.3151,0.0049,0.1975,0.4726,448.3,447.0,542.2,493.8,19.3,5.6,6275.0,, Cool White,0.0054,0.00191973465578382,69.8824422486684,67.8,72.8,75.1,71.6,69.2,63.5,79.3,59.7,-33.1,34.6,68.9,38.1,67.9,85.9,N/A,N/A,
876,11/28/2016 3:37:02 PM,1.449E00,4.652E02,9.137E02,0.3162,0.3362,0.1976,0.3151,0.0049,0.1976,0.4726,448.2,447.0,541.8,493.9,19.3,5.6,6271.0,, Cool White,0.0054,0.00191120591751063,69.8998171253232,67.9,72.8,75.1,71.6,69.3,63.5,79.3,59.7,-33,34.6,68.9,38.2,67.9,86,N/A,N/A,
877,11/28/2016 3:37:12 PM,1.448E00,4.645E02,9.120E02,0.3163,0.3364,0.1975,0.3152,0.0050,0.1975,0.4728,448.3,447.0,542.2,494.0,19.4,5.6,6266.0,, Cool White,0.0054,0.00197776428671351,69.8867341453011,67.8,72.8,75.2,71.6,69.2,63.6,79.3,59.6,-33.2,34.6,68.9,38.1,67.9,86,N/A,N/A,
878,11/28/2016 3:37:22 PM,1.477E00,4.727E02,9.289E02,0.3161,0.3360,0.1976,0.3150,0.0049,0.1976,0.4725,448.3,447.0,542.3,493.7,19.4,5.7,6278.0,, Cool White,0.0054,0.00186989852986284,69.8983720928953,67.9,72.8,75.1,71.6,69.3,63.5,79.3,59.7,-33,34.6,69,38.2,67.9,85.9,N/A,N/A,
879,11/28/2016 3:37:32 PM,1.479E00,4.741E02,9.316E02,0.3160,0.3360,0.1975,0.3150,0.0049,0.1975,0.4725,448.3,447.0,542.0,493.7,19.4,5.7,6280.0,, Cool White,0.0054,0.00189950789461445,69.8532207133165,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.4,34.5,68.9,38.2,67.8,86,N/A,N/A,
880,11/28/2016 3:37:42 PM,1.459E00,4.667E02,9.170E02,0.3162,0.3363,0.1975,0.3151,0.0050,0.1975,0.4727,448.2,447.0,542.6,493.9,19.4,5.6,6272.0,, Cool White,0.0054,0.00197322023206479,69.8961079868889,67.8,72.8,75.2,71.6,69.2,63.6,79.3,59.6,-33.2,34.6,68.9,38.2,67.9,86,N/A,N/A,
881,11/28/2016 3:37:52 PM,1.450E00,4.644E02,9.124E02,0.3161,0.3362,0.1975,0.3151,0.0049,0.1975,0.4726,448.2,447.0,542.4,493.9,19.3,5.6,6275.0,, Cool White,0.0054,0.00193499400781321,69.8891449587869,67.8,72.8,75.1,71.6,69.2,63.5,79.3,59.7,-33.1,34.6,68.9,38.2,67.9,86,N/A,N/A,
882,11/28/2016 3:38:02 PM,1.439E00,4.628E02,9.088E02,0.3162,0.3362,0.1975,0.3151,0.0049,0.1975,0.4727,448.3,447.0,541.7,493.9,19.3,5.6,6271.0,, Cool White,0.0054,0.00193570266504979,69.8404200169206,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.5,-33.5,34.5,68.9,38.1,67.8,86,N/A,N/A,
883,11/28/2016 3:38:12 PM,1.478E00,4.733E02,9.297E02,0.3162,0.3361,0.1976,0.3151,0.0049,0.1976,0.4726,448.3,447.0,542.2,493.8,19.4,5.6,6271.0,, Cool White,0.0054,0.00188330205881153,69.92005865549,67.9,72.9,75.2,71.6,69.3,63.6,79.3,59.7,-33.1,34.7,69,38.2,67.9,86,N/A,N/A,
884,11/28/2016 3:38:22 PM,1.450E00,4.641E02,9.116E02,0.3161,0.3361,0.1975,0.3150,0.0049,0.1975,0.4726,448.3,447.0,542.4,493.8,19.4,5.6,6276.0,, Cool White,0.0054,0.00190666331617767,69.850002384401,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.3,34.5,68.9,38.1,67.8,85.9,N/A,N/A,
885,11/28/2016 3:38:32 PM,1.449E00,4.634E02,9.105E02,0.3161,0.3360,0.1976,0.3150,0.0049,0.1976,0.4725,448.3,447.0,542.6,493.8,19.4,5.6,6277.0,, Cool White,0.0054,0.00188461925784192,69.9137151590381,67.9,72.8,75.1,71.6,69.3,63.6,79.3,59.7,-32.9,34.6,69,38.2,67.9,86,N/A,N/A,
886,11/28/2016 3:38:42 PM,1.437E00,4.621E02,9.072E02,0.3162,0.3363,0.1975,0.3151,0.0050,0.1975,0.4727,448.3,447.0,541.8,494.0,19.4,5.6,6268.0,, Cool White,0.0054,0.00197114410214972,69.8228892564034,67.7,72.8,75.2,71.5,69.2,63.5,79.3,59.5,-33.6,34.5,68.8,38.1,67.8,86,N/A,N/A,
887,11/28/2016 3:38:52 PM,1.470E00,4.706E02,9.245E02,0.3161,0.3359,0.1976,0.3150,0.0048,0.1976,0.4725,448.3,447.0,542.3,493.7,19.4,5.6,6276.0,, Cool White,0.0054,0.00181157559792031,69.9064040082919,67.9,72.8,75.1,71.6,69.3,63.6,79.3,59.7,-33,34.6,69,38.2,67.9,86,N/A,N/A,
888,11/28/2016 3:39:02 PM,1.448E00,4.627E02,9.093E02,0.3161,0.3361,0.1975,0.3151,0.0049,0.1975,0.4726,448.3,446.9,542.8,493.8,19.4,5.6,6275.0,, Cool White,0.0054,0.00191562396647145,69.886895992775,67.9,72.8,75.1,71.6,69.2,63.6,79.3,59.6,-33.3,34.6,68.9,38.1,67.9,86,N/A,N/A,
889,11/28/2016 3:39:12 PM,1.440E00,4.628E02,9.091E02,0.3162,0.3363,0.1975,0.3151,0.0050,0.1975,0.4727,448.3,447.0,541.6,493.9,19.3,5.6,6273.0,, Cool White,0.0054,0.0019871426776177,69.8416402113989,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.5,-33.6,34.5,68.9,38.1,67.8,86,N/A,N/A,
890,11/28/2016 3:39:22 PM,1.446E00,4.628E02,9.090E02,0.3162,0.3362,0.1976,0.3151,0.0049,0.1976,0.4726,448.2,447.0,542.4,493.8,19.3,5.6,6272.0,, Cool White,0.0054,0.00190494086454811,69.8922822834274,67.9,72.8,75.1,71.6,69.2,63.5,79.3,59.7,-33.1,34.6,68.9,38.1,67.9,86,N/A,N/A,
891,11/28/2016 3:39:32 PM,1.441E00,4.614E02,9.061E02,0.3162,0.3363,0.1975,0.3151,0.0049,0.1975,0.4727,448.3,447.0,542.5,493.9,19.3,5.6,6272.0,, Cool White,0.0054,0.00195249683615267,69.8362055736462,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.4,34.5,68.9,38.1,67.8,85.9,N/A,N/A,
892,11/28/2016 3:39:42 PM,1.441E00,4.614E02,9.062E02,0.3162,0.3363,0.1975,0.3151,0.0049,0.1975,0.4727,448.3,446.9,542.5,493.9,19.3,5.6,6272.0,, Cool White,0.0054,0.00196268410756667,69.8436813804118,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.4,34.5,68.9,38.1,67.8,86,N/A,N/A,
893,11/28/2016 3:39:52 PM,1.428E00,4.597E02,9.025E02,0.3162,0.3364,0.1975,0.3152,0.0050,0.1975,0.4727,448.4,447.0,541.6,494.0,19.3,5.6,6270.0,, Cool White,0.0054,0.00201348759853828,69.8282174479729,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.5,34.5,68.9,38,67.8,85.9,N/A,N/A,
894,11/28/2016 3:40:02 PM,1.464E00,4.682E02,9.194E02,0.3162,0.3361,0.1976,0.3151,0.0049,0.1976,0.4726,448.2,447.0,542.5,493.8,19.3,5.6,6271.0,, Cool White,0.0054,0.00186994729759575,69.8883590074229,67.9,72.8,75.1,71.6,69.3,63.5,79.3,59.7,-33,34.5,69,38.2,67.9,85.9,N/A,N/A,
895,11/28/2016 3:40:12 PM,1.440E00,4.598E02,9.029E02,0.3163,0.3362,0.1976,0.3151,0.0049,0.1976,0.4726,448.2,447.0,542.9,493.9,19.3,5.6,6268.0,, Cool White,0.0054,0.0018795788743292,69.8970280219771,67.9,72.8,75.1,71.6,69.2,63.6,79.3,59.7,-33,34.6,68.9,38.1,67.9,86,N/A,N/A,
896,11/28/2016 3:40:22 PM,1.436E00,4.596E02,9.025E02,0.3162,0.3363,0.1975,0.3151,0.0049,0.1975,0.4727,448.4,446.9,542.5,493.9,19.4,5.6,6270.0,, Cool White,0.0054,0.00194280318553158,69.8518185682915,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.3,34.5,68.9,38.1,67.8,85.9,N/A,N/A,
897,11/28/2016 3:40:32 PM,1.437E00,4.597E02,9.027E02,0.3162,0.3363,0.1975,0.3151,0.0050,0.1975,0.4727,448.2,447.0,542.7,494.0,19.3,5.6,6270.0,, Cool White,0.0054,0.00197038162589449,69.8624261444747,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.3,34.5,68.9,38.1,67.8,86,N/A,N/A,
898,11/28/2016 3:40:42 PM,1.438E00,4.593E02,9.023E02,0.3162,0.3362,0.1975,0.3151,0.0049,0.1975,0.4726,448.3,446.9,542.7,493.9,19.4,5.6,6273.0,, Cool White,0.0054,0.00193995017672468,69.8736739737978,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.7,-33.1,34.5,68.9,38.1,67.9,85.9,N/A,N/A,
899,11/28/2016 3:40:52 PM,1.439E00,4.592E02,9.018E02,0.3162,0.3362,0.1976,0.3151,0.0049,0.1976,0.4726,448.3,447.0,543.0,493.8,19.4,5.6,6272.0,, Cool White,0.0054,0.00189463497280627,69.8909305653263,67.9,72.8,75.1,71.6,69.3,63.5,79.3,59.7,-33.1,34.6,69,38.2,67.9,85.9,N/A,N/A,
900,11/28/2016 3:41:02 PM,1.433E00,4.596E02,9.025E02,0.3162,0.3364,0.1975,0.3151,0.0050,0.1975,0.4727,448.3,447.0,542.3,494.0,19.2,5.6,6269.0,, Cool White,0.0054,0.00197936872980622,69.845366903933,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.4,34.5,68.9,38.1,67.8,86,N/A,N/A,
901,11/28/2016 3:41:12 PM,1.435E00,4.589E02,9.011E02,0.3162,0.3364,0.1975,0.3152,0.0050,0.1975,0.4727,448.3,447.0,542.8,494.0,19.3,5.6,6270.0,, Cool White,0.0054,0.0020143868832977,69.8242991311429,67.8,72.8,75.1,71.5,69.1,63.5,79.3,59.5,-33.5,34.5,68.8,38,67.8,86,N/A,N/A,
902,11/28/2016 3:41:22 PM,1.442E00,4.599E02,9.033E02,0.3162,0.3362,0.1976,0.3151,0.0049,0.1976,0.4726,448.2,447.0,543.1,493.9,19.3,5.6,6271.0,, Cool White,0.0054,0.00189686338064384,69.9169415671339,67.9,72.8,75.1,71.6,69.3,63.6,79.3,59.7,-32.9,34.6,69,38.2,67.9,85.9,N/A,N/A,
903,11/28/2016 3:41:32 PM,1.434E00,4.583E02,9.004E02,0.3161,0.3362,0.1975,0.3151,0.0049,0.1975,0.4726,448.3,447.0,542.8,493.9,19.3,5.6,6274.0,, Cool White,0.0054,0.00192973649537813,69.875281616976,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.7,-33.1,34.6,68.9,38.1,67.9,86,N/A,N/A,
904,11/28/2016 3:41:42 PM,1.421E00,4.569E02,8.969E02,0.3162,0.3364,0.1975,0.3152,0.0050,0.1975,0.4727,448.3,447.0,541.8,494.0,19.3,5.6,6268.0,, Cool White,0.0054,0.00199673593664387,69.8192890807463,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.5,34.4,68.8,38,67.8,85.9,N/A,N/A,
905,11/28/2016 3:41:52 PM,1.432E00,4.578E02,8.987E02,0.3163,0.3364,0.1975,0.3152,0.0050,0.1975,0.4727,448.3,447.0,542.8,494.0,19.3,5.6,6268.0,, Cool White,0.0054,0.00198074896271203,69.8361479960421,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.4,34.5,68.9,38,67.8,86,N/A,N/A,
906,11/28/2016 3:42:02 PM,1.427E00,4.571E02,8.976E02,0.3162,0.3363,0.1975,0.3151,0.0050,0.1975,0.4727,448.2,447.0,542.4,493.9,19.4,5.6,6273.0,, Cool White,0.0054,0.00197709955902877,69.8423283500461,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.3,34.5,68.9,38,67.8,85.9,N/A,N/A,
907,11/28/2016 3:42:12 PM,1.433E00,4.570E02,8.974E02,0.3162,0.3363,0.1975,0.3151,0.0050,0.1975,0.4727,448.3,447.0,543.3,494.0,19.4,5.6,6269.0,, Cool White,0.0054,0.0019733614283477,69.8621105556725,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.7,-33,34.5,68.9,38.1,67.8,85.9,N/A,N/A,
908,11/28/2016 3:42:22 PM,1.427E00,4.575E02,8.976E02,0.3164,0.3365,0.1976,0.3152,0.0049,0.1976,0.4728,448.2,447.0,542.3,494.1,19.2,5.5,6259.0,, Cool White,0.0054,0.00194211374128848,69.8472955554972,67.8,72.8,75.2,71.5,69.2,63.5,79.3,59.5,-33.5,34.6,68.9,38.1,67.8,86,N/A,N/A,
909,11/28/2016 3:42:32 PM,1.420E00,4.567E02,8.963E02,0.3162,0.3364,0.1975,0.3152,0.0050,0.1975,0.4728,448.3,447.0,541.9,494.1,19.2,5.6,6267.0,, Cool White,0.0054,0.00201361649543032,69.7807583144004,67.7,72.7,75.1,71.4,69.1,63.4,79.2,59.5,-33.7,34.4,68.8,37.9,67.7,85.9,N/A,N/A,
910,11/28/2016 3:42:42 PM,1.505E00,4.807E02,9.447E02,0.3160,0.3357,0.1976,0.3149,0.0048,0.1976,0.4724,448.3,447.0,542.6,493.5,19.3,5.7,6284.0,, Cool White,0.0054,0.00176722779190855,69.9092797689482,67.9,72.8,75,71.6,69.3,63.5,79.3,59.8,-32.8,34.5,69,38.2,67.9,85.9,N/A,N/A,
911,11/28/2016 3:42:52 PM,1.419E00,4.527E02,8.885E02,0.3163,0.3364,0.1975,0.3152,0.0050,0.1975,0.4728,448.2,447.0,543.4,494.1,19.2,5.6,6265.0,, Cool White,0.0054,0.0019947822494625,69.8334313482126,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.4,34.5,68.9,38,67.8,86,N/A,N/A,
912,11/28/2016 3:43:02 PM,1.401E00,4.480E02,8.790E02,0.3164,0.3366,0.1975,0.3153,0.0050,0.1975,0.4729,448.3,447.0,542.9,494.2,19.1,5.5,6259.0,, Cool White,0.0054,0.00205087139342856,69.8367502081693,67.8,72.8,75.2,71.5,69.2,63.5,79.3,59.6,-33.4,34.5,68.9,38,67.8,86,N/A,N/A,
913,11/28/2016 3:43:12 PM,1.440E00,4.584E02,9.000E02,0.3162,0.3364,0.1975,0.3151,0.0050,0.1975,0.4727,448.3,446.9,543.5,494.0,19.3,5.6,6269.0,, Cool White,0.0054,0.00198644620220806,69.8319719815422,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.4,34.5,68.9,38.1,67.8,86,N/A,N/A,
914,11/28/2016 3:43:22 PM,1.402E00,4.479E02,8.789E02,0.3164,0.3366,0.1975,0.3153,0.0050,0.1975,0.4729,448.3,447.0,543.1,494.2,19.3,5.5,6259.0,, Cool White,0.0054,0.00203825062145905,69.8467595293144,67.8,72.8,75.2,71.5,69.2,63.5,79.3,59.6,-33.4,34.5,68.9,38,67.8,86,N/A,N/A,
915,11/28/2016 3:43:32 PM,1.417E00,4.546E02,8.916E02,0.3164,0.3366,0.1976,0.3152,0.0050,0.1976,0.4729,448.2,447.0,542.3,494.2,19.2,5.5,6258.0,, Cool White,0.0054,0.0019995988903074,69.803289309887,67.7,72.8,75.1,71.5,69.1,63.5,79.2,59.5,-33.6,34.5,68.8,38,67.8,86,N/A,N/A,
916,11/28/2016 3:43:42 PM,1.425E00,4.569E02,8.969E02,0.3162,0.3363,0.1976,0.3151,0.0049,0.1976,0.4727,448.2,446.9,542.3,493.9,19.2,5.6,6269.0,, Cool White,0.0054,0.00193979170210586,69.8248140951149,67.8,72.8,75.1,71.5,69.2,63.5,79.2,59.6,-33.4,34.5,68.9,38,67.8,85.9,N/A,N/A,
917,11/28/2016 3:43:52 PM,1.383E00,4.454E02,8.739E02,0.3164,0.3367,0.1975,0.3153,0.0051,0.1975,0.4729,448.3,447.0,541.7,494.3,19.1,5.5,6261.0,, Cool White,0.0054,0.00207721869062064,69.8057890129883,67.7,72.8,75.1,71.5,69.1,63.5,79.3,59.5,-33.7,34.5,68.8,37.9,67.8,86,N/A,N/A,
918,11/28/2016 3:44:02 PM,1.401E00,4.486E02,8.799E02,0.3164,0.3365,0.1976,0.3152,0.0050,0.1976,0.4728,448.2,447.0,542.6,494.2,19.2,5.5,6258.0,, Cool White,0.0054,0.00197927801482294,69.8220578628036,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.5,-33.6,34.5,68.9,38,67.8,86,N/A,N/A,
919,11/28/2016 3:44:12 PM,1.403E00,4.491E02,8.814E02,0.3163,0.3366,0.1975,0.3152,0.0051,0.1975,0.4729,448.2,447.0,542.7,494.2,19.2,5.5,6264.0,, Cool White,0.0054,0.00207814922969135,69.8082183714486,67.7,72.8,75.1,71.5,69.1,63.5,79.3,59.5,-33.5,34.5,68.8,38,67.8,86,N/A,N/A,
920,11/28/2016 3:44:22 PM,1.396E00,4.478E02,8.788E02,0.3163,0.3365,0.1975,0.3152,0.0050,0.1975,0.4728,448.3,447.0,542.3,494.2,19.2,5.5,6262.0,, Cool White,0.0054,0.00201231637862146,69.8311304013316,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.5,-33.5,34.5,68.9,38,67.8,86,N/A,N/A,
921,11/28/2016 3:44:32 PM,1.374E00,4.385E02,8.600E02,0.3165,0.3368,0.1976,0.3153,0.0050,0.1976,0.4730,448.3,447.0,543.5,494.4,19.2,5.5,6253.0,, Cool White,0.0054,0.0020656090498591,69.8318520389791,67.8,72.8,75.1,71.5,69.1,63.5,79.3,59.6,-33.4,34.5,68.8,37.9,67.8,86,N/A,N/A,
922,11/28/2016 3:44:42 PM,1.391E00,4.441E02,8.716E02,0.3164,0.3366,0.1975,0.3152,0.0050,0.1975,0.4729,448.3,447.0,543.2,494.2,19.2,5.5,6261.0,, Cool White,0.0054,0.00203676206517484,69.8566096751403,67.8,72.8,75.2,71.5,69.2,63.5,79.3,59.6,-33.3,34.6,68.9,38,67.8,86,N/A,N/A,
923,11/28/2016 3:44:52 PM,1.384E00,4.432E02,8.697E02,0.3163,0.3366,0.1975,0.3153,0.0051,0.1975,0.4729,448.2,447.0,542.6,494.2,19.1,5.5,6263.0,, Cool White,0.0054,0.00208379725034035,69.7837960279321,67.7,72.7,75.1,71.4,69.1,63.4,79.3,59.5,-33.6,34.4,68.8,37.9,67.7,86,N/A,N/A,
924,11/28/2016 3:45:02 PM,1.390E00,4.453E02,8.734E02,0.3164,0.3367,0.1975,0.3153,0.0050,0.1975,0.4729,448.2,447.0,542.7,494.3,19.2,5.5,6258.0,, Cool White,0.0054,0.00205985636056178,69.7976139640035,67.7,72.7,75.1,71.5,69.1,63.5,79.2,59.5,-33.6,34.5,68.8,37.9,67.8,86,N/A,N/A,
925,11/28/2016 3:45:12 PM,1.393E00,4.445E02,8.721E02,0.3164,0.3366,0.1976,0.3152,0.0050,0.1976,0.4729,448.3,447.0,543.3,494.2,19.2,5.5,6258.0,, Cool White,0.0054,0.00201158139705534,69.8326773677796,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.4,34.5,68.9,38,67.8,86,N/A,N/A,
926,11/28/2016 3:45:22 PM,1.391E00,4.438E02,8.710E02,0.3164,0.3366,0.1975,0.3153,0.0050,0.1975,0.4729,448.2,446.9,543.4,494.2,19.2,5.5,6260.0,, Cool White,0.0054,0.00205455134692606,69.8443168184859,67.8,72.8,75.2,71.5,69.2,63.5,79.3,59.5,-33.5,34.5,68.9,38,67.8,86,N/A,N/A,
927,11/28/2016 3:45:32 PM,1.397E00,4.464E02,8.759E02,0.3164,0.3368,0.1975,0.3153,0.0051,0.1975,0.4730,448.3,447.0,543.2,494.4,19.2,5.5,6259.0,, Cool White,0.0054,0.00213886219785023,69.8016851577111,67.7,72.7,75.2,71.5,69.1,63.5,79.3,59.5,-33.8,34.5,68.8,37.9,67.8,86,N/A,N/A,
928,11/28/2016 3:45:42 PM,1.385E00,4.428E02,8.681E02,0.3165,0.3367,0.1976,0.3153,0.0050,0.1976,0.4729,448.2,447.0,542.9,494.3,19.2,5.5,6252.0,, Cool White,0.0054,0.0020070993405338,69.815378069529,67.8,72.8,75.1,71.5,69.1,63.5,79.2,59.5,-33.6,34.5,68.9,38,67.8,86,N/A,N/A,
929,11/28/2016 3:45:52 PM,1.374E00,4.422E02,8.672E02,0.3164,0.3367,0.1975,0.3153,0.0050,0.1975,0.4729,448.3,447.0,541.8,494.3,19.1,5.5,6257.0,, Cool White,0.0054,0.00205387483846116,69.7790025580746,67.7,72.7,75.2,71.4,69.1,63.4,79.2,59.4,-33.9,34.4,68.8,37.9,67.7,86,N/A,N/A,
930,11/28/2016 3:46:02 PM,1.389E00,4.437E02,8.703E02,0.3164,0.3368,0.1975,0.3153,0.0051,0.1975,0.4729,448.3,447.0,543.3,494.3,19.0,5.5,6260.0,, Cool White,0.0054,0.00211445515559778,69.770244967436,67.7,72.7,75.1,71.4,69.1,63.4,79.2,59.5,-33.7,34.4,68.8,37.9,67.7,86,N/A,N/A,
931,11/28/2016 3:46:12 PM,1.372E00,4.394E02,8.615E02,0.3165,0.3369,0.1975,0.3154,0.0051,0.1975,0.4730,448.3,447.0,542.8,494.4,19.1,5.5,6254.0,, Cool White,0.0054,0.00213835404651397,69.746947763546,67.6,72.7,75.1,71.4,69,63.4,79.2,59.4,-33.9,34.4,68.7,37.8,67.7,86,N/A,N/A,
932,11/28/2016 3:46:22 PM,1.388E00,4.440E02,8.708E02,0.3165,0.3366,0.1976,0.3153,0.0050,0.1976,0.4729,448.2,446.9,543.0,494.2,19.2,5.5,6255.0,, Cool White,0.0054,0.00198214122430983,69.8493460280429,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.5,-33.4,34.5,68.9,38,67.8,86,N/A,N/A,
933,11/28/2016 3:46:32 PM,1.385E00,4.428E02,8.688E02,0.3164,0.3367,0.1975,0.3153,0.0051,0.1975,0.4729,448.2,447.0,543.1,494.3,19.2,5.5,6261.0,, Cool White,0.0054,0.00208303449409224,69.7854152219262,67.7,72.7,75.1,71.5,69.1,63.4,79.2,59.5,-33.8,34.4,68.8,37.9,67.7,86,N/A,N/A,
934,11/28/2016 3:46:42 PM,1.380E00,4.419E02,8.665E02,0.3164,0.3367,0.1976,0.3153,0.0050,0.1976,0.4729,448.3,447.0,542.8,494.3,19.1,5.5,6256.0,, Cool White,0.0054,0.002044646747742,69.7974228103408,67.7,72.8,75.1,71.5,69.1,63.4,79.3,59.5,-33.5,34.4,68.8,37.9,67.8,85.9,N/A,N/A,
935,11/28/2016 3:46:52 PM,1.392E00,4.453E02,8.733E02,0.3165,0.3366,0.1976,0.3153,0.0050,0.1976,0.4729,448.3,447.0,543.0,494.3,19.1,5.5,6255.0,, Cool White,0.0054,0.00200333551315008,69.8578021237259,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.4,34.5,68.9,38,67.9,86,N/A,N/A,
936,11/28/2016 3:47:02 PM,1.339E00,4.309E02,8.451E02,0.3164,0.3369,0.1974,0.3153,0.0051,0.1974,0.4730,448.2,447.0,542.0,494.4,19.0,5.5,6258.0,, Cool White,0.0054,0.00217242740938708,69.7286385354225,67.6,72.7,75.2,71.4,69,63.4,79.2,59.3,-34.2,34.4,68.7,37.8,67.7,86,N/A,N/A,
937,11/28/2016 3:47:12 PM,1.377E00,4.414E02,8.655E02,0.3165,0.3367,0.1975,0.3153,0.0050,0.1975,0.4729,448.3,447.0,542.7,494.3,19.1,5.5,6256.0,, Cool White,0.0054,0.00205204064048374,69.7914769937771,67.7,72.7,75.1,71.5,69.1,63.4,79.2,59.5,-33.6,34.4,68.8,37.9,67.8,85.9,N/A,N/A,
938,11/28/2016 3:47:22 PM,1.379E00,4.423E02,8.673E02,0.3164,0.3367,0.1975,0.3153,0.0050,0.1975,0.4729,448.2,447.0,542.6,494.3,19.1,5.5,6258.0,, Cool White,0.0054,0.00206259167133296,69.7745367423197,67.7,72.7,75.1,71.4,69.1,63.4,79.2,59.5,-33.7,34.4,68.8,37.9,67.7,85.9,N/A,N/A,
939,11/28/2016 3:47:32 PM,1.375E00,4.393E02,8.617E02,0.3164,0.3367,0.1975,0.3153,0.0051,0.1975,0.4729,448.3,447.0,543.2,494.3,19.1,5.5,6260.0,, Cool White,0.0054,0.00208773074083131,69.7880053014008,67.7,72.7,75.1,71.4,69.1,63.4,79.2,59.5,-33.6,34.4,68.8,37.9,67.7,86,N/A,N/A,
940,11/28/2016 3:47:42 PM,1.376E00,4.420E02,8.666E02,0.3164,0.3366,0.1975,0.3153,0.0050,0.1975,0.4729,448.2,446.9,542.3,494.2,19.1,5.5,6260.0,, Cool White,0.0054,0.00205850603021114,69.7198958388191,67.6,72.7,75.1,71.4,69,63.4,79.2,59.4,-34,34.3,68.8,37.8,67.7,85.9,N/A,N/A,
941,11/28/2016 3:47:52 PM,1.385E00,4.412E02,8.652E02,0.3165,0.3367,0.1976,0.3153,0.0050,0.1976,0.4729,448.3,447.0,543.9,494.3,19.0,5.5,6254.0,, Cool White,0.0054,0.0020389846645837,69.8459265799793,67.8,72.8,75.1,71.5,69.2,63.5,79.3,59.6,-33.3,34.5,68.9,38,67.8,86,N/A,N/A,
