Derived Data
Scan,Date/Time,Radiant Flux (Watts),Luminous Flux (lumens),Scotopic Luminous Flux (lm'),Chromaticity x coord,Chromaticity y coord,Chromaticity u coord,Chromaticity v coord,Delta uv,Chromaticity u' coord,Chromaticity v' coord,Peak Wavelength (nm),Center Wavelength (nm),Centroid Wavelength (nm),Dominant Wavelength (nm),Full Width Half Max Bandwidth (nm),Excitation Purity (%),Correlated Color Temperature (deg. K),Luminous Efficacy (lm/W),SDCM,Correlation,Correlation Coeficient,Color Rendering Index Average (RA),Color Rendering Index (R1),Color Rendering Index (R2),Color Rendering Index (R3),Color Rendering Index (R4),Color Rendering Index (R5),Color Rendering Index (R6),Color Rendering Index (R7),Color Rendering Index (R8),Color Rendering Index (R9),Color Rendering Index (R10),Color Rendering Index (R11),Color Rendering Index (R12),Color Rendering Index (R13),Color Rendering Index (R14),Measured DUT Current (A),Measured DUT Voltage (V),
263,11/28/2016 1:54:58 PM,1.869E00,5.953E02,1.182E03,0.3145,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.5,447.0,540.8,491.7,21.1,6.3,6373.0,, Cool White,0.0054,0.001278965521429,70.4527015051772,68.5,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
264,11/28/2016 1:55:08 PM,1.863E00,5.946E02,1.180E03,0.3146,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.1,540.4,491.7,21.2,6.3,6368.0,, Cool White,0.0054,0.00124465513931514,70.4726320302463,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
265,11/28/2016 1:55:18 PM,1.869E00,5.945E02,1.181E03,0.3146,0.3332,0.1976,0.3139,0.0043,0.1976,0.4708,448.6,447.0,540.9,491.6,21.2,6.3,6372.0,, Cool White,0.0054,0.0012074274476717,70.4989117420239,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.1,35.6,69.4,39.5,68.6,86,N/A,N/A,
266,11/28/2016 1:55:28 PM,1.910E00,6.061E02,1.205E03,0.3145,0.3329,0.1976,0.3138,0.0041,0.1976,0.4706,448.5,447.0,541.1,491.4,21.3,6.4,6379.0,, Cool White,0.0054,0.00109255206275252,70.5848379279394,68.7,73.5,75.3,72.3,70.1,64.3,79.8,60.8,-29.8,35.8,69.6,39.7,68.8,86,N/A,N/A,
267,11/28/2016 1:55:38 PM,1.909E00,6.061E02,1.205E03,0.3144,0.3330,0.1975,0.3138,0.0042,0.1975,0.4707,448.5,447.1,541.1,491.5,21.3,6.4,6380.0,, Cool White,0.0054,0.00117600603900667,70.5347842319575,68.7,73.5,75.3,72.2,70,64.2,79.8,60.7,-30,35.7,69.5,39.6,68.7,86,N/A,N/A,
268,11/28/2016 1:55:48 PM,1.900E00,6.070E02,1.206E03,0.3144,0.3331,0.1975,0.3138,0.0043,0.1975,0.4707,448.6,447.1,539.9,491.6,21.3,6.4,6379.0,, Cool White,0.0054,0.00121075155562441,70.4695664017513,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.5,35.6,69.4,39.5,68.6,86,N/A,N/A,
269,11/28/2016 1:55:58 PM,1.911E00,6.084E02,1.209E03,0.3144,0.3330,0.1975,0.3138,0.0042,0.1975,0.4707,448.6,447.1,540.7,491.5,21.3,6.4,6383.0,, Cool White,0.0054,0.00118158952314817,70.4871403406561,68.6,73.4,75.2,72.1,69.9,64.2,79.7,60.6,-30.2,35.6,69.4,39.6,68.6,86,N/A,N/A,
270,11/28/2016 1:56:08 PM,1.876E00,6.000E02,1.192E03,0.3144,0.3331,0.1975,0.3138,0.0043,0.1975,0.4708,448.5,447.1,539.9,491.6,21.2,6.4,6380.0,, Cool White,0.0054,0.00125713883955956,70.4753048113907,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.5,35.6,69.4,39.5,68.6,86,N/A,N/A,
271,11/28/2016 1:56:18 PM,1.880E00,5.977E02,1.187E03,0.3145,0.3331,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,541.0,491.6,21.2,6.4,6376.0,, Cool White,0.0054,0.00122046443793211,70.4937636700701,68.6,73.4,75.3,72.1,69.9,64.2,79.8,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
272,11/28/2016 1:56:28 PM,1.893E00,6.040E02,1.200E03,0.3145,0.3331,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.0,540.4,491.6,21.3,6.4,6377.0,, Cool White,0.0054,0.00122851662981772,70.4625947292035,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
273,11/28/2016 1:56:38 PM,1.900E00,6.069E02,1.205E03,0.3145,0.3331,0.1976,0.3138,0.0042,0.1976,0.4708,448.5,447.0,540.2,491.6,21.3,6.4,6374.0,, Cool White,0.0054,0.00118534835976678,70.4814745534378,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
274,11/28/2016 1:56:48 PM,1.881E00,5.978E02,1.187E03,0.3145,0.3331,0.1976,0.3139,0.0042,0.1976,0.4708,448.6,447.1,541.1,491.6,21.3,6.3,6373.0,, Cool White,0.0054,0.00117817691083116,70.4977728358404,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.4,35.7,69.4,39.6,68.6,86,N/A,N/A,
275,11/28/2016 1:56:58 PM,1.872E00,5.963E02,1.185E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.0,540.7,491.7,21.2,6.3,6374.0,, Cool White,0.0054,0.00125335176080877,70.4855547639449,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.4,35.6,69.4,39.6,68.6,86,N/A,N/A,
276,11/28/2016 1:57:08 PM,1.873E00,5.969E02,1.186E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.0,540.5,491.6,21.1,6.4,6377.0,, Cool White,0.0054,0.00125024848283638,70.4851508196638,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.6,68.6,86,N/A,N/A,
277,11/28/2016 1:57:18 PM,1.867E00,5.964E02,1.185E03,0.3145,0.3331,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.0,540.2,491.6,21.2,6.4,6378.0,, Cool White,0.0054,0.00123688086957814,70.4957770219593,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.2,35.6,69.5,39.5,68.6,86,N/A,N/A,
278,11/28/2016 1:57:28 PM,1.876E00,5.962E02,1.184E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.0,541.1,491.6,21.2,6.4,6377.0,, Cool White,0.0054,0.00124958446414127,70.4794780092264,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.4,35.6,69.4,39.6,68.6,86,N/A,N/A,
279,11/28/2016 1:57:38 PM,1.869E00,5.958E02,1.183E03,0.3146,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.1,540.7,491.7,21.1,6.3,6371.0,, Cool White,0.0054,0.00123952174409883,70.5164861751004,68.6,73.4,75.3,72.2,70,64.2,79.8,60.6,-30.1,35.7,69.4,39.6,68.6,86,N/A,N/A,
280,11/28/2016 1:57:48 PM,1.866E00,5.956E02,1.183E03,0.3145,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.1,540.4,491.7,21.2,6.3,6374.0,, Cool White,0.0054,0.00128666604711816,70.4511145784587,68.5,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.6,35.6,69.4,39.5,68.6,86,N/A,N/A,
281,11/28/2016 1:57:58 PM,1.869E00,5.954E02,1.183E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.6,491.6,21.2,6.4,6376.0,, Cool White,0.0054,0.00122958540208046,70.493294260306,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
282,11/28/2016 1:58:08 PM,1.872E00,5.955E02,1.183E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.0,540.9,491.6,21.2,6.4,6375.0,, Cool White,0.0054,0.0012184094194568,70.4992213379586,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.2,35.6,69.4,39.6,68.6,86,N/A,N/A,
283,11/28/2016 1:58:18 PM,1.870E00,5.959E02,1.183E03,0.3146,0.3333,0.1976,0.3139,0.0043,0.1976,0.4709,448.6,447.1,540.6,491.7,21.2,6.3,6369.0,, Cool White,0.0054,0.00122880883742556,70.4879941389892,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
284,11/28/2016 1:58:28 PM,1.869E00,5.961E02,1.184E03,0.3146,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.0,540.6,491.7,21.2,6.3,6370.0,, Cool White,0.0054,0.00123001984693599,70.4943068785006,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
285,11/28/2016 1:58:38 PM,1.873E00,5.964E02,1.184E03,0.3146,0.3332,0.1976,0.3139,0.0042,0.1976,0.4708,448.5,447.0,540.8,491.6,21.2,6.3,6371.0,, Cool White,0.0054,0.00118686802337916,70.5035640248785,68.6,73.4,75.3,72.2,70,64.2,79.7,60.6,-30.3,35.7,69.5,39.6,68.6,86,N/A,N/A,
286,11/28/2016 1:58:48 PM,1.906E00,6.091E02,1.210E03,0.3144,0.3330,0.1975,0.3138,0.0042,0.1975,0.4707,448.6,447.1,540.0,491.5,21.4,6.4,6380.0,, Cool White,0.0054,0.00118862924071245,70.4910877227694,68.6,73.4,75.2,72.2,69.9,64.2,79.7,60.6,-30.2,35.6,69.4,39.6,68.6,86,N/A,N/A,
287,11/28/2016 1:58:58 PM,1.896E00,6.018E02,1.196E03,0.3145,0.3331,0.1975,0.3138,0.0042,0.1975,0.4708,448.6,447.1,541.2,491.6,21.2,6.4,6376.0,, Cool White,0.0054,0.00119467972824959,70.5136617281059,68.6,73.4,75.3,72.2,70,64.2,79.8,60.6,-30.3,35.7,69.4,39.6,68.6,86,N/A,N/A,
288,11/28/2016 1:59:08 PM,1.883E00,5.991E02,1.190E03,0.3146,0.3332,0.1976,0.3139,0.0043,0.1976,0.4709,448.4,447.0,541.0,491.7,21.3,6.3,6370.0,, Cool White,0.0054,0.00121650148707587,70.5098591481766,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.3,35.7,69.4,39.6,68.6,86,N/A,N/A,
289,11/28/2016 1:59:18 PM,1.882E00,5.975E02,1.187E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.1,541.2,491.6,21.3,6.4,6374.0,, Cool White,0.0054,0.00122090779763442,70.5300541222499,68.6,73.5,75.3,72.2,70,64.3,79.8,60.6,-30.1,35.7,69.5,39.6,68.7,86,N/A,N/A,
290,11/28/2016 1:59:28 PM,1.873E00,5.967E02,1.185E03,0.3146,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.0,540.7,491.7,21.3,6.3,6372.0,, Cool White,0.0054,0.00123614494147713,70.4721847912125,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
291,11/28/2016 1:59:38 PM,1.917E00,6.092E02,1.211E03,0.3144,0.3329,0.1975,0.3138,0.0042,0.1975,0.4706,448.6,447.1,540.9,491.4,21.2,6.4,6384.0,, Cool White,0.0054,0.00114731032799488,70.5255942169882,68.7,73.4,75.3,72.2,70,64.2,79.8,60.7,-30.1,35.7,69.5,39.6,68.7,86,N/A,N/A,
292,11/28/2016 1:59:48 PM,1.883E00,6.002E02,1.192E03,0.3145,0.3331,0.1975,0.3138,0.0043,0.1975,0.4708,448.6,447.1,540.5,491.6,21.3,6.4,6376.0,, Cool White,0.0054,0.00120709031336085,70.5036413669477,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.3,35.7,69.4,39.6,68.6,86,N/A,N/A,
293,11/28/2016 1:59:58 PM,1.885E00,5.989E02,1.190E03,0.3145,0.3331,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,541.2,491.6,21.3,6.4,6374.0,, Cool White,0.0054,0.0011999867360739,70.5014106826496,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.2,35.7,69.4,39.6,68.6,86,N/A,N/A,
294,11/28/2016 2:00:08 PM,1.880E00,5.977E02,1.187E03,0.3146,0.3332,0.1976,0.3139,0.0042,0.1976,0.4708,448.6,447.1,541.1,491.6,21.2,6.3,6373.0,, Cool White,0.0054,0.00119659324208483,70.5428644476723,68.6,73.5,75.4,72.2,70,64.3,79.8,60.6,-30.2,35.8,69.5,39.7,68.7,86.1,N/A,N/A,
295,11/28/2016 2:00:18 PM,1.878E00,5.977E02,1.187E03,0.3146,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.0,540.8,491.7,21.2,6.3,6371.0,, Cool White,0.0054,0.0012433424153259,70.4993107831011,68.6,73.4,75.3,72.1,69.9,64.2,79.8,60.6,-30.3,35.7,69.4,39.6,68.6,86,N/A,N/A,
296,11/28/2016 2:00:28 PM,1.876E00,5.970E02,1.186E03,0.3146,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.8,491.6,21.1,6.3,6372.0,, Cool White,0.0054,0.00121860993947183,70.4936866509667,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.6,68.6,86,N/A,N/A,
297,11/28/2016 2:00:38 PM,1.877E00,5.968E02,1.185E03,0.3146,0.3333,0.1976,0.3139,0.0043,0.1976,0.4709,448.4,447.1,541.2,491.7,21.1,6.3,6367.0,, Cool White,0.0054,0.00124012340969731,70.4727321992593,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
298,11/28/2016 2:00:48 PM,1.878E00,5.964E02,1.185E03,0.3145,0.3331,0.1975,0.3138,0.0043,0.1975,0.4708,448.5,447.1,541.3,491.6,21.2,6.4,6377.0,, Cool White,0.0054,0.00121808752609526,70.5303520156464,68.6,73.5,75.3,72.2,70,64.3,79.8,60.6,-30.1,35.7,69.5,39.6,68.7,86,N/A,N/A,
299,11/28/2016 2:00:58 PM,1.916E00,6.089E02,1.210E03,0.3144,0.3329,0.1975,0.3138,0.0042,0.1975,0.4707,448.6,447.1,540.9,491.5,21.4,6.4,6383.0,, Cool White,0.0054,0.00116419277079621,70.5143437834315,68.6,73.4,75.3,72.2,70,64.2,79.7,60.6,-30.2,35.7,69.4,39.6,68.7,86,N/A,N/A,
300,11/28/2016 2:01:08 PM,1.882E00,6.002E02,1.192E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.4,491.6,21.2,6.3,6374.0,, Cool White,0.0054,0.00120963372247922,70.4939101915975,68.6,73.4,75.3,72.1,69.9,64.2,79.8,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
301,11/28/2016 2:01:18 PM,1.885E00,5.990E02,1.190E03,0.3145,0.3331,0.1976,0.3139,0.0042,0.1976,0.4708,448.6,447.1,541.1,491.6,21.2,6.3,6374.0,, Cool White,0.0054,0.00119840600876995,70.5207959955744,68.6,73.4,75.3,72.2,70,64.2,79.8,60.7,-30.1,35.7,69.5,39.6,68.7,86,N/A,N/A,
302,11/28/2016 2:01:28 PM,1.877E00,5.985E02,1.188E03,0.3146,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.1,540.5,491.7,21.2,6.3,6372.0,, Cool White,0.0054,0.00122552467921381,70.4755180867804,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
303,11/28/2016 2:01:38 PM,1.876E00,5.987E02,1.189E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.3,491.6,21.3,6.4,6374.0,, Cool White,0.0054,0.00122790224584603,70.4973504829379,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.4,35.7,69.4,39.6,68.6,86,N/A,N/A,
304,11/28/2016 2:01:48 PM,1.881E00,5.987E02,1.189E03,0.3145,0.3331,0.1975,0.3138,0.0043,0.1975,0.4708,448.6,447.1,540.8,491.6,21.3,6.4,6376.0,, Cool White,0.0054,0.00120423003724124,70.4784611376398,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.4,35.6,69.4,39.5,68.6,86,N/A,N/A,
305,11/28/2016 2:01:58 PM,1.875E00,5.982E02,1.189E03,0.3144,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.3,491.7,21.2,6.4,6379.0,, Cool White,0.0054,0.00128461069033326,70.4731632023179,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
306,11/28/2016 2:02:08 PM,1.851E00,5.892E02,1.170E03,0.3145,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.7,447.1,540.9,491.7,21.2,6.3,6373.0,, Cool White,0.0054,0.00125859983138963,70.4911833443201,68.6,73.4,75.3,72.1,69.9,64.2,79.8,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
307,11/28/2016 2:02:18 PM,1.868E00,5.958E02,1.184E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.0,540.4,491.6,21.3,6.4,6376.0,, Cool White,0.0054,0.0012507352803027,70.5009238929991,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.3,35.7,69.4,39.6,68.6,86,N/A,N/A,
308,11/28/2016 2:02:28 PM,1.852E00,5.881E02,1.168E03,0.3146,0.3333,0.1976,0.3139,0.0043,0.1976,0.4709,448.6,447.1,541.2,491.7,21.1,6.3,6368.0,, Cool White,0.0054,0.00120298744287794,70.5148628962333,68.6,73.5,75.3,72.2,70,64.2,79.8,60.6,-30.2,35.7,69.4,39.6,68.6,86,N/A,N/A,
309,11/28/2016 2:02:38 PM,1.878E00,5.977E02,1.187E03,0.3146,0.3333,0.1976,0.3139,0.0043,0.1976,0.4709,448.6,447.1,540.9,491.7,21.3,6.3,6370.0,, Cool White,0.0054,0.00121918734858872,70.4995910398851,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.2,35.6,69.4,39.5,68.6,86,N/A,N/A,
310,11/28/2016 2:02:48 PM,1.876E00,5.980E02,1.188E03,0.3144,0.3330,0.1975,0.3138,0.0042,0.1975,0.4707,448.6,447.0,540.4,491.5,21.2,6.4,6380.0,, Cool White,0.0054,0.0011635675699431,70.5007770874369,68.6,73.4,75.3,72.2,70,64.2,79.7,60.6,-30.3,35.6,69.4,39.6,68.6,86,N/A,N/A,
311,11/28/2016 2:02:58 PM,1.886E00,5.987E02,1.190E03,0.3145,0.3331,0.1975,0.3138,0.0043,0.1975,0.4707,448.5,447.1,541.3,491.6,21.4,6.4,6378.0,, Cool White,0.0054,0.00120409584822045,70.5155735913564,68.6,73.4,75.3,72.2,70,64.2,79.8,60.6,-30.2,35.7,69.4,39.6,68.7,86,N/A,N/A,
312,11/28/2016 2:03:08 PM,1.884E00,5.994E02,1.191E03,0.3145,0.3331,0.1975,0.3138,0.0043,0.1975,0.4708,448.7,447.1,540.9,491.6,21.2,6.4,6377.0,, Cool White,0.0054,0.00120123738801941,70.5281016663478,68.6,73.4,75.3,72.2,70,64.2,79.8,60.7,-30.1,35.7,69.5,39.6,68.7,86,N/A,N/A,
313,11/28/2016 2:03:18 PM,1.825E00,5.804E02,1.152E03,0.3146,0.3334,0.1975,0.3140,0.0043,0.1975,0.4709,448.6,447.1,541.1,491.8,21.1,6.3,6367.0,, Cool White,0.0054,0.0012640941721634,70.4847421458698,68.6,73.4,75.3,72.1,69.9,64.2,79.8,60.6,-30.3,35.6,69.4,39.5,68.6,86,N/A,N/A,
314,11/28/2016 2:03:28 PM,1.884E00,5.967E02,1.186E03,0.3145,0.3330,0.1976,0.3138,0.0042,0.1976,0.4707,448.6,447.1,541.6,491.5,21.2,6.4,6376.0,, Cool White,0.0054,0.00113725869346966,70.5862757786336,68.7,73.5,75.3,72.3,70.1,64.3,79.8,60.8,-29.7,35.8,69.6,39.7,68.7,86,N/A,N/A,
315,11/28/2016 2:03:38 PM,1.823E00,5.812E02,1.154E03,0.3146,0.3334,0.1975,0.3140,0.0043,0.1975,0.4709,448.5,447.1,540.9,491.8,21.1,6.3,6367.0,, Cool White,0.0054,0.00127972237945936,70.4709346836088,68.5,73.4,75.3,72.1,69.9,64.2,79.8,60.5,-30.5,35.6,69.3,39.4,68.6,86,N/A,N/A,
316,11/28/2016 2:03:48 PM,1.881E00,5.991E02,1.190E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,540.7,491.6,21.1,6.3,6373.0,, Cool White,0.0054,0.0012221541921611,70.5067448826691,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.3,35.7,69.4,39.6,68.6,86,N/A,N/A,
317,11/28/2016 2:03:58 PM,1.865E00,5.943E02,1.180E03,0.3146,0.3333,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.1,540.8,491.7,21.1,6.3,6368.0,, Cool White,0.0054,0.00124249011664093,70.5038709003526,68.6,73.4,75.3,72.2,69.9,64.2,79.7,60.6,-30.3,35.7,69.5,39.5,68.6,86,N/A,N/A,
318,11/28/2016 2:04:08 PM,1.878E00,5.969E02,1.186E03,0.3145,0.3331,0.1976,0.3138,0.0042,0.1976,0.4708,448.6,447.1,541.0,491.6,21.3,6.4,6376.0,, Cool White,0.0054,0.0011766509873033,70.534310964186,68.7,73.4,75.3,72.2,70,64.2,79.8,60.7,-30,35.7,69.5,39.6,68.7,86,N/A,N/A,
319,11/28/2016 2:04:18 PM,1.886E00,5.994E02,1.191E03,0.3146,0.3332,0.1976,0.3139,0.0042,0.1976,0.4708,448.6,447.0,541.0,491.6,21.2,6.3,6372.0,, Cool White,0.0054,0.0011903800556988,70.5515218015805,68.7,73.5,75.3,72.2,70,64.3,79.8,60.7,-30,35.7,69.5,39.6,68.7,86,N/A,N/A,
320,11/28/2016 2:04:28 PM,1.846E00,5.881E02,1.168E03,0.3146,0.3334,0.1975,0.3140,0.0043,0.1975,0.4709,448.6,447.1,540.8,491.8,21.2,6.3,6367.0,, Cool White,0.0054,0.00126764955493486,70.4997229173447,68.6,73.4,75.4,72.1,69.9,64.2,79.8,60.6,-30.4,35.7,69.4,39.5,68.6,86.1,N/A,N/A,
321,11/28/2016 2:04:38 PM,1.865E00,5.960E02,1.184E03,0.3144,0.3331,0.1975,0.3138,0.0043,0.1975,0.4707,448.5,447.0,540.1,491.6,21.1,6.4,6380.0,, Cool White,0.0054,0.00122738529095692,70.4765361227016,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.6,-30.5,35.6,69.4,39.5,68.6,86,N/A,N/A,
322,11/28/2016 2:04:48 PM,1.872E00,5.972E02,1.186E03,0.3145,0.3333,0.1975,0.3139,0.0043,0.1975,0.4708,448.5,447.1,540.4,491.7,21.3,6.4,6376.0,, Cool White,0.0054,0.00127473359093173,70.4703436129983,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.5,35.6,69.4,39.5,68.6,86,N/A,N/A,
323,11/28/2016 2:04:58 PM,1.883E00,5.984E02,1.189E03,0.3145,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.1,541.0,491.6,21.3,6.4,6376.0,, Cool White,0.0054,0.00121987592583994,70.5161240186957,68.6,73.4,75.3,72.2,70,64.2,79.8,60.6,-30.1,35.7,69.5,39.6,68.6,86,N/A,N/A,
324,11/28/2016 2:05:08 PM,1.878E00,5.981E02,1.189E03,0.3144,0.3329,0.1975,0.3138,0.0042,0.1975,0.4707,448.6,447.1,540.5,491.5,21.4,6.4,6383.0,, Cool White,0.0054,0.00117801606485608,70.5273176256609,68.6,73.4,75.3,72.2,70,64.3,79.8,60.6,-30.2,35.7,69.5,39.6,68.7,86,N/A,N/A,
325,11/28/2016 2:05:18 PM,1.842E00,5.859E02,1.163E03,0.3146,0.3334,0.1975,0.3140,0.0043,0.1975,0.4709,448.5,447.1,541.2,491.8,21.1,6.3,6367.0,, Cool White,0.0054,0.00128525957846673,70.4644948684943,68.5,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.5,35.6,69.4,39.5,68.6,86,N/A,N/A,
326,11/28/2016 2:05:28 PM,1.876E00,5.961E02,1.184E03,0.3145,0.3330,0.1975,0.3138,0.0042,0.1975,0.4707,448.6,447.1,541.1,491.5,21.2,6.4,6379.0,, Cool White,0.0054,0.00118462772636494,70.516762592467,68.6,73.4,75.3,72.2,70,64.2,79.8,60.7,-30.1,35.6,69.5,39.6,68.7,86,N/A,N/A,
327,11/28/2016 2:05:39 PM,1.874E00,5.968E02,1.185E03,0.3146,0.3332,0.1975,0.3139,0.0043,0.1975,0.4709,448.6,447.1,540.8,491.7,21.2,6.3,6371.0,, Cool White,0.0054,0.00122357019672388,70.5086245610942,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.2,35.7,69.4,39.5,68.6,86,N/A,N/A,
328,11/28/2016 2:05:49 PM,1.874E00,5.974E02,1.187E03,0.3145,0.3333,0.1975,0.3139,0.0044,0.1975,0.4709,448.5,447.1,540.7,491.7,21.4,6.4,6376.0,, Cool White,0.0054,0.00130647187793857,70.4379282921624,68.5,73.4,75.3,72.1,69.8,64.2,79.7,60.5,-30.7,35.6,69.3,39.5,68.5,86,N/A,N/A,
329,11/28/2016 2:05:59 PM,1.877E00,5.985E02,1.189E03,0.3146,0.3332,0.1975,0.3139,0.0043,0.1975,0.4708,448.6,447.0,540.5,491.7,21.3,6.3,6372.0,, Cool White,0.0054,0.00122415664513583,70.4982947572844,68.6,73.4,75.3,72.2,69.9,64.2,79.8,60.6,-30.4,35.7,69.4,39.6,68.6,86,N/A,N/A,
330,11/28/2016 2:06:09 PM,1.878E00,5.974E02,1.187E03,0.3146,0.3332,0.1976,0.3139,0.0043,0.1976,0.4708,448.6,447.1,540.8,491.6,21.1,6.3,6372.0,, Cool White,0.0054,0.00120344263045036,70.5369043012731,68.6,73.5,75.3,72.2,70,64.3,79.8,60.6,-30.1,35.7,69.5,39.6,68.7,86,N/A,N/A,
331,11/28/2016 2:06:19 PM,1.836E00,5.848E02,1.161E03,0.3147,0.3334,0.1975,0.3140,0.0043,0.1975,0.4710,448.5,447.1,541.0,491.8,21.0,6.3,6365.0,, Cool White,0.0054,0.0012704969709944,70.4747113092435,68.6,73.4,75.3,72.1,69.9,64.2,79.7,60.5,-30.5,35.6,69.4,39.5,68.6,86,N/A,N/A,
332,11/28/2016 2:06:29 PM,1.867E00,5.951E02,1.182E03,0.3146,0.3333,0.1976,0.3139,0.0043,0.1976,0.4709,448.6,447.0,540.7,491.7,21.2,6.3,6368.0,, Cool White,0.0054,0.00121347273830472,70.5289497326486,68.6,73.5,75.3,72.2,70,64.3,79.8,60.6,-30.2,35.7,69.5,39.6,68.7,86,N/A,N/A,
